118.691637,25.362093,1
117.608044,26.234019,1
118.186288,25.055954,1
117.818197,24.446706,1
117.175184,23.711579,1
113.385893,22.585266,1
113.9403,23.090292,1
113.965588,23.018472,1
110.925439,21.662991,1
110.176749,20.325489,1
112.465091,23.047191,1
111.512343,23.424033,1
107.971828,21.547821,1
110.079379,23.394325,1
108.665666,24.066234,1
109.705065,23.973793,1
109.875304,22.736421,1
109.218734,19.696407,1
109.2224,19.745499,1
110.328492,20.031006,1
109.486456,19.158071,1
109.696445,19.896521,1
109.858895,18.427366,1
110.029212,18.897423,1
109.900496,19.141306,1
110.019489,19.214452,1
110.152697,18.680116,1
110.90782,19.66768,1
110.880179,19.931473,1
117.09115,30.511548,1
117.388512,32.91663,1
118.193618,29.784124,1
118.983171,30.633882,1
119.564962,39.94756,1
119.775799,39.978848,1
119.221611,34.596653,1
118.89222,31.327586,1
121.185201,32.331765,1
121.073828,32.06568,1
120.617369,31.33565,1
120.127934,32.509155,1
120.051743,32.171853,1
120.320328,32.868426,1
119.397994,32.377655,1
118.582184,37.448964,1
117.811354,36.058572,1
118.402893,35.089916,1
117.767952,35.909032,1
122.05767,37.193735,1
120.758848,37.810661,1
117.323725,34.810488,1
117.151533,39.167345,1
114.226003,22.279693,1
118.859457,28.970079,1
118.511235,28.901462,1
120.983906,28.113725,1
122.207106,29.985553,1
133.5356551,34.39439525,-1
132.4930119,33.96727123,-1
132.4045516,34.16982657,-1
132.9323023,34.27484772,-1
133.4467696,34.48781769,-1
134.1782333,34.64883047,-1
134.0175887,34.54364655,-1
133.5355498,35.23366364,-1
132.7141012,34.94381053,-1
131.9899077,34.38617015,-1
132.2163192,35.01357657,-1
133.0913454,35.58753877,-1
133.1197319,35.58490697,-1
133.0161239,36.00092194,-1
133.0558374,36.06175365,-1
133.3779366,35.10576447,-1
132.2573348,33.76601797,-1
131.7513693,34.37350943,-1
132.0002946,34.37242422,-1
131.9899077,34.38617015,-1
131.1573999,33.9789086,-1
130.9547632,34.3617211,-1
130.9339299,34.39598216,-1
131.5942489,34.6256778,-1
131.5941036,34.64205125,-1
130.1635075,33.46173046,-1
130.1259872,33.51618073,-1
130.2719214,33.61166814,-1
130.2902938,33.57420482,-1
131.0063583,33.92291901,-1
130.1601669,32.23086172,-1
130.0542098,32.30695222,-1
130.8518376,32.10163259,-1
130.463715,32.30939362,-1
130.9797368,33.11994253,-1
131.1812749,33.06289175,-1
131.4559035,31.82197398,-1
131.3637801,31.4196638,-1
131.3405868,31.37872956,-1
132.4559025,32.95022207,-1
132.363536,33.20966218,-1
133.1075655,33.6591861,-1
132.6399032,32.90892162,-1
132.9225206,34.08483911,-1
133.2764592,34.18870677,-1
134.4057723,34.23444245,-1
133.8282451,34.09288056,-1
133.7778426,34.38011302,-1
134.0437118,34.39565664,-1
134.3706161,34.52586498,-1
134.0434257,33.7710139,-1
132.9899053,32.8625761,-1
131.9256291,33.0109724,-1
131.5478622,33.25495026,-1
131.9344694,33.09201786,-1
134.1080213,34.11223339,-1
137.5394397,36.11789908,-1
136.7530278,35.33867015,-1
137.2850883,36.43110993,-1
136.856216,34.5101393,-1
136.1043852,34.26899384,-1
138.5182947,36.69251516,-1
137.5852251,35.49509471,-1
137.3844621,35.76156424,-1
137.5821245,36.04389842,-1
135.4849915,35.40613374,-1
134.8650008,34.5006778,-1
135.0143225,35.26394603,-1
134.3106446,34.77033275,-1
134.2656344,34.98189606,-1
134.394102,35.14069774,-1
135.5025098,35.392517,-1
135.0124622,35.51834911,-1
135.2327554,35.61421404,-1
135.6769178,34.44797517,-1
135.1205815,34.27571121,-1
135.4157815,34.60961152,-1
135.8007345,33.87653718,-1
135.3213879,33.75292358,-1
139.8364364,35.13519929,-1
139.8519568,35.21466754,-1
139.824158,35.32842399,-1
140.0089499,35.65975982,-1
139.9957788,35.65668366,-1
140.3928056,35.88489004,-1
139.641514,35.13963387,-1
140.2216533,36.66047578,-1
139.7461784,36.21820303,-1
141.4679468,24.21377188,-1
140.3186141,30.47553132,-1
139.5563257,34.11347077,-1
139.667992,35.55509105,-1
138.4189726,35.16511485,-1
138.1797107,35.77760977,-1
140.4793636,38.89220002,-1
139.7194376,39.95214136,-1
140.1988123,37.02019542,-1
139.4079045,36.92513662,-1
140.5173975,37.89319123,-1
141.4167741,38.78858877,-1
141.1124516,38.83137686,-1
141.9269312,39.34642162,-1
141.5757756,38.26817455,-1
141.6097111,38.85130443,-1
141.4699813,38.29608796,-1
140.5225135,38.35771068,-1
140.5542945,38.56777538,-1
138.2325952,38.03131745,-1
138.2421981,38.07147858,-1
139.863639,38.26572663,-1
138.9596114,36.92717784,-1
138.2706612,36.85837067,-1
139.0598808,37.94594167,-1
130.1382143,32.78884735,-1
131.0576151,30.61126903,-1
130.1450301,31.42007071,-1
130.3361923,31.62616608,-1
130.1863072,32.02679581,-1
139.3391748,36.84870718,-1
139.3413452,36.61536225,-1
139.5028341,36.27437531,-1
