name,longitude,latitude,label
定安县,110.359339,19.681404,1
翰林镇,110.26473,19.333758,1
龙河镇,110.219091,19.381868,1
黄竹镇,110.446721,19.472782,1
龙门镇,110.328024,19.43916,1
定城镇,110.368432,19.680292,1
富文镇,110.26279,19.551585,1
龙州乡,110.266105,19.663599,1
龙湖镇,110.401161,19.573221,1
居丁镇,110.404932,19.574772,1
雷鸣镇,110.326015,19.553655,1
岭口镇,110.308233,19.342639,1
新竹镇,110.208962,19.617783,1
东方市,108.651815,19.095351,1
江边乡,108.976837,18.894428,1
新龙镇,108.684538,18.952023,1
四更镇,108.682117,19.225616,1
板桥镇,108.688613,18.794859,1
感城镇,108.64791,18.84991,1
大田镇,108.874903,19.16498,1
天安乡,108.912763,19.017418,1
罗带乡,108.674143,19.059986,1
三家镇,108.758458,19.241239,1
东河镇,108.93808,19.048051,1
八所镇,108.670497,19.091445,1
乐东黎族自治县,109.173054,18.750259,1
大安镇,109.214756,18.691329,1
莺歌海镇,108.697349,18.510154,1
黄流镇,108.794872,18.506684,1
万冲镇,109.32287,18.844711,1
志仲镇,109.265117,18.629241,1
九所镇,108.953913,18.453504,1
利国镇,108.897225,18.472095,1
佛罗镇,108.736344,18.578636,1
抱由镇,109.179533,18.74478,1
尖峰镇,108.792488,18.690415,1
冲坡镇,108.881852,18.473897,1
千家镇,109.086133,18.565577,1
临高县,109.690508,19.912025,1
东英镇,109.648634,19.959022,1
皇桐镇,109.849709,19.832893,1
南宝镇,109.599545,19.680461,1
和舍镇,109.727565,19.596205,1
多文镇,109.771058,19.773837,1
临城镇,109.696445,19.896521,1
博厚镇,109.745761,19.883726,1
波莲镇,109.648489,19.868223,1
新盈镇,109.536349,19.89513,1
调楼镇,109.546479,19.928661,1
加来镇,109.699231,19.709883,1
陵水黎族自治县,110.037503,18.506048,1
光坡镇,110.048782,18.54339,1
大里乡,109.95142,18.750483,1
英州镇,109.858895,18.427366,1
三才镇,110.003299,18.474578,1
本号镇,109.96248,18.608901,1
群英乡,109.87883,18.58299,1
隆广镇,109.89942,18.50198,1
提蒙乡,110.013034,18.564805,1
椰林镇,110.036325,18.506138,1
新村镇,109.971328,18.412445,1
黎安镇,110.069641,18.437315,1
文罗镇,109.957227,18.515697,1
琼海市,110.474497,19.259134,1
博鳌镇,110.586606,19.159714,1
石壁镇,110.308524,19.163306,1
会山镇,110.269379,19.067147,1
大路镇,110.476468,19.381023,1
万泉镇,110.409657,19.243071,1
潭门镇,110.61694,19.24169,1
加积街道,110.465066,19.241859,1
中原镇,110.468478,19.151912,1
阳江镇,110.349228,19.099221,1
朝阳乡,110.530134,19.152241,1
长坡镇,110.606781,19.33564,1
塔洋镇,110.508274,19.288196,1
嘉积镇,110.485992,19.242966,1
龙江镇,110.324964,19.146787,1
琼中黎族苗族自治县,109.838389,19.033369,1
中平镇,110.06023,19.061179,1
和平镇,110.029212,18.897423,1
什运乡,109.607969,18.992017,1
营根镇,109.83431,19.032547,1
红毛镇,109.689932,19.030684,1
吊罗山乡,109.878143,18.792633,1
上安乡,109.837283,18.876829,1
湾岭镇,109.900496,19.141306,1
黎母山镇,109.78685,19.267691,1
屯昌县,110.103415,19.351765,1
南吕镇,110.08253,19.2507,1
西昌镇,110.0455,19.433661,1
新兴镇,110.182802,19.506743,1
乌坡镇,110.075965,19.180023,1
枫木镇,110.019489,19.214452,1
坡心镇,110.089942,19.307033,1
屯城镇,110.104886,19.371561,1
南坤镇,109.948275,19.318366,1
万宁市,110.391073,18.795143,1
龙滚镇,110.519209,19.058665,1
礼纪镇,110.317655,18.75043,1
后安镇,110.443872,18.867778,1
大茂镇,110.396556,18.849039,1
北大镇,110.336053,18.920125,1
万城镇,110.397028,18.794435,1
南桥镇,110.152697,18.680116,1
长丰镇,110.327657,18.800665,1
东澳镇,110.401814,18.714928,1
三更罗镇,110.186521,18.860493,1
和乐镇,110.477641,18.903521,1
山根镇,110.486591,18.967334,1
文昌市,110.797717,19.543422,1
重兴镇,110.59675,19.411589,1
潭牛镇,110.735357,19.710084,1
